sample_column,measurement_type,drug,cell_line,condition_type,concentration_nM,replicate,parse_ok,PC1,PC2
_dyn_#Barasertib 1000nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,1.1228680224184195,-8.65495721061073
_dyn_#Barasertib 100nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-0.4997445234215078,-8.68000751482541
_dyn_#Barasertib 10nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,2.5554648429003697,-9.030459393487353
_dyn_#Barasertib 30000nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-9.397332956845656,-3.853403562556304
_dyn_#Barasertib 3000nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-2.262354820164241,-7.187241349962427
_dyn_#Barasertib 300nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-14.315580471479192,-3.9787265575450306
_dyn_#Barasertib 30nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-11.458975248883524,-5.67604683802193
_dyn_#Barasertib 3nM.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-14.045044800695893,-3.7643514493858365
_dyn_#Barasertib DMSO.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-20.036812412877058,-3.364182793132651
_dyn_#Barasertib PDPD.Tech replicate 1 of 1,dyn,Barasertib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,2.1780275334550585,-14.347613829647285
_dyn_#Barasertib_HQPA 1000nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-12.44950041535772,-4.5702434291570615
_dyn_#Barasertib_HQPA 100nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-11.923981756477486,-6.014826686568671
_dyn_#Barasertib_HQPA 10nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-18.485296663663146,-2.658525732412034
_dyn_#Barasertib_HQPA 30000nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-6.702540375788827,-7.871120209713781
_dyn_#Barasertib_HQPA 3000nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-13.423812442559965,-3.5388248481015
_dyn_#Barasertib_HQPA 300nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-15.70211006140907,-3.269448204314056
_dyn_#Barasertib_HQPA 30nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-27.424570132117523,-0.21376437765408493
_dyn_#Barasertib_HQPA 3nM.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-19.991561863915933,-2.088483969714715
_dyn_#Barasertib_HQPA DMSO.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-11.60528302537343,-6.388398155592849
_dyn_#Barasertib_HQPA PDPD.Tech replicate 1 of 1,dyn,Barasertib_HQPA,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-12.491273103268862,-7.1848538924772125
_dyn_#Baricitinib 1000nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-25.02547832472587,0.7840904043383521
_dyn_#Baricitinib 100nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,39.02175264704456,-34.568956190438215
_dyn_#Baricitinib 10nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,51.00589740589094,-47.60239052172859
_dyn_#Baricitinib 30000nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-12.254190883336054,-7.80285959765264
_dyn_#Baricitinib 3000nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-14.512283159263543,-5.953606245799189
_dyn_#Baricitinib 300nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,8.698950365376287,-21.34414673553597
_dyn_#Baricitinib 30nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,35.894403582125435,-34.25596924512995
_dyn_#Baricitinib 3nM.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,25.816868390963187,-27.823115110576175
_dyn_#Baricitinib DMSO.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,35.24483290051818,-35.14035106973382
_dyn_#Baricitinib PDPD.Tech replicate 1 of 1,dyn,Baricitinib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,9.481039077187518,-22.883690436360865
